"sac_train/steps","gentle-surf-19 - _step","gentle-surf-19 - _step__MIN","gentle-surf-19 - _step__MAX","gentle-surf-19 - sac_train/episode_return","gentle-surf-19 - sac_train/episode_return__MIN","gentle-surf-19 - sac_train/episode_return__MAX","vivid-river-17 - _step","vivid-river-17 - _step__MIN","vivid-river-17 - _step__MAX","vivid-river-17 - sac_train/episode_return","vivid-river-17 - sac_train/episode_return__MIN","vivid-river-17 - sac_train/episode_return__MAX","likely-lion-15 - _step","likely-lion-15 - _step__MIN","likely-lion-15 - _step__MAX","likely-lion-15 - sac_train/episode_return","likely-lion-15 - sac_train/episode_return__MIN","likely-lion-15 - sac_train/episode_return__MAX","gentle-rain-13 - _step","gentle-rain-13 - _step__MIN","gentle-rain-13 - _step__MAX","gentle-rain-13 - sac_train/episode_return","gentle-rain-13 - sac_train/episode_return__MIN","gentle-rain-13 - sac_train/episode_return__MAX","clean-bee-10 - _step","clean-bee-10 - _step__MIN","clean-bee-10 - _step__MAX","clean-bee-10 - sac_train/episode_return","clean-bee-10 - sac_train/episode_return__MIN","clean-bee-10 - sac_train/episode_return__MAX"
"66200","6949","6949","6949","-119.41368947225139","-119.41368947225139","-119.41368947225139","6949","6949","6949","-5.513746816406032","-5.513746816406032","-5.513746816406032","6949","6949","6949","-123.06763616946671","-123.06763616946671","-123.06763616946671","6949","6949","6949","-241.09761459111633","-241.09761459111633","-241.09761459111633","6949","6949","6949","-127.21533172907002","-127.21533172907002","-127.21533172907002"
"66400","6970","6970","6970","-223.694994415698","-223.694994415698","-223.694994415698","6970","6970","6970","-124.12780883134687","-124.12780883134687","-124.12780883134687","6970","6970","6970","-122.69796990063632","-122.69796990063632","-122.69796990063632","6970","6970","6970","-247.16604525449125","-247.16604525449125","-247.16604525449125","6970","6970","6970","-1.1119453154133823","-1.1119453154133823","-1.1119453154133823"
"66600","6991","6991","6991","-126.67688450217946","-126.67688450217946","-126.67688450217946","6991","6991","6991","-122.3898395917522","-122.3898395917522","-122.3898395917522","6991","6991","6991","-118.24421503119119","-118.24421503119119","-118.24421503119119","6991","6991","6991","-125.69026267504536","-125.69026267504536","-125.69026267504536","6991","6991","6991","-117.31065235110276","-117.31065235110276","-117.31065235110276"
"66800","7012","7012","7012","-122.69791756411985","-122.69791756411985","-122.69791756411985","7012","7012","7012","-7.423231124308104","-7.423231124308104","-7.423231124308104","7012","7012","7012","-125.22495370927349","-125.22495370927349","-125.22495370927349","7012","7012","7012","-120.9783118074528","-120.9783118074528","-120.9783118074528","7012","7012","7012","-339.1423527955625","-339.1423527955625","-339.1423527955625"
"67000","7033","7033","7033","-116.44767399686094","-116.44767399686094","-116.44767399686094","7033","7033","7033","-127.5339640831129","-127.5339640831129","-127.5339640831129","7033","7033","7033","-223.78595260779014","-223.78595260779014","-223.78595260779014","7033","7033","7033","-116.72478237768661","-116.72478237768661","-116.72478237768661","7033","7033","7033","-125.04468601047603","-125.04468601047603","-125.04468601047603"
"67200","7054","7054","7054","-121.07528915941232","-121.07528915941232","-121.07528915941232","7054","7054","7054","-247.1907682502089","-247.1907682502089","-247.1907682502089","7054","7054","7054","-122.94673569384783","-122.94673569384783","-122.94673569384783","7054","7054","7054","-240.36534857033604","-240.36534857033604","-240.36534857033604","7054","7054","7054","-1.5517212179151654","-1.5517212179151654","-1.5517212179151654"
"67400","7075","7075","7075","-121.40085598177811","-121.40085598177811","-121.40085598177811","7075","7075","7075","-116.47607649677647","-116.47607649677647","-116.47607649677647","7075","7075","7075","-129.44753244951815","-129.44753244951815","-129.44753244951815","7075","7075","7075","-238.18563782321704","-238.18563782321704","-238.18563782321704","7075","7075","7075","-125.95320876258495","-125.95320876258495","-125.95320876258495"
"67600","7096","7096","7096","-2.4470728958580743","-2.4470728958580743","-2.4470728958580743","7096","7096","7096","-131.34216258610647","-131.34216258610647","-131.34216258610647","7096","7096","7096","-251.49574460117466","-251.49574460117466","-251.49574460117466","7096","7096","7096","-3.1268548505341056","-3.1268548505341056","-3.1268548505341056","7096","7096","7096","-232.66253358038688","-232.66253358038688","-232.66253358038688"
"67800","7117","7117","7117","-121.980243122077","-121.980243122077","-121.980243122077","7117","7117","7117","-242.7859102733237","-242.7859102733237","-242.7859102733237","7117","7117","7117","-3.2453857035155824","-3.2453857035155824","-3.2453857035155824","7117","7117","7117","-4.017387042334152","-4.017387042334152","-4.017387042334152","7117","7117","7117","-327.3459883037334","-327.3459883037334","-327.3459883037334"
"68000","7138","7138","7138","-122.47077676449642","-122.47077676449642","-122.47077676449642","7138","7138","7138","-118.12955704625927","-118.12955704625927","-118.12955704625927","7138","7138","7138","-127.70556583040232","-127.70556583040232","-127.70556583040232","7138","7138","7138","-121.04897428838902","-121.04897428838902","-121.04897428838902","7138","7138","7138","-123.20748800287156","-123.20748800287156","-123.20748800287156"
"68200","7159","7159","7159","-128.29876726037702","-128.29876726037702","-128.29876726037702","7159","7159","7159","-246.0255567565068","-246.0255567565068","-246.0255567565068","7159","7159","7159","-124.55354695474418","-124.55354695474418","-124.55354695474418","7159","7159","7159","-125.30962915246319","-125.30962915246319","-125.30962915246319","7159","7159","7159","-227.9575768658322","-227.9575768658322","-227.9575768658322"
"68400","7180","7180","7180","-244.58651676585995","-244.58651676585995","-244.58651676585995","7180","7180","7180","-4.9545047937028315","-4.9545047937028315","-4.9545047937028315","7180","7180","7180","-8.66638465313986","-8.66638465313986","-8.66638465313986","7180","7180","7180","-121.80515534275597","-121.80515534275597","-121.80515534275597","7180","7180","7180","-0.901267700912394","-0.901267700912394","-0.901267700912394"
"68600","7201","7201","7201","-288.2652829110247","-288.2652829110247","-288.2652829110247","7201","7201","7201","-121.96784724543427","-121.96784724543427","-121.96784724543427","7201","7201","7201","-125.65019021292538","-125.65019021292538","-125.65019021292538","7201","7201","7201","-125.00815322968951","-125.00815322968951","-125.00815322968951","7201","7201","7201","-118.5737883039494","-118.5737883039494","-118.5737883039494"
"68800","7222","7222","7222","-115.38851375674162","-115.38851375674162","-115.38851375674162","7222","7222","7222","-5.684180871170235","-5.684180871170235","-5.684180871170235","7222","7222","7222","-239.5073568222323","-239.5073568222323","-239.5073568222323","7222","7222","7222","-244.06013371472426","-244.06013371472426","-244.06013371472426","7222","7222","7222","-123.21454235493285","-123.21454235493285","-123.21454235493285"
"69000","7243","7243","7243","-239.66079970926484","-239.66079970926484","-239.66079970926484","7243","7243","7243","-130.79341978755807","-130.79341978755807","-130.79341978755807","7243","7243","7243","-233.60883249875675","-233.60883249875675","-233.60883249875675","7243","7243","7243","-230.1433565106704","-230.1433565106704","-230.1433565106704","7243","7243","7243","-117.2441586961243","-117.2441586961243","-117.2441586961243"
"69200","7264","7264","7264","-120.83611516154043","-120.83611516154043","-120.83611516154043","7264","7264","7264","-5.028990729576015","-5.028990729576015","-5.028990729576015","7264","7264","7264","-228.1803591725564","-228.1803591725564","-228.1803591725564","7264","7264","7264","-124.58877055717615","-124.58877055717615","-124.58877055717615","7264","7264","7264","-120.09853043974881","-120.09853043974881","-120.09853043974881"
"69400","7285","7285","7285","-242.27985884010383","-242.27985884010383","-242.27985884010383","7285","7285","7285","-354.46533369458626","-354.46533369458626","-354.46533369458626","7285","7285","7285","-8.227615726156644","-8.227615726156644","-8.227615726156644","7285","7285","7285","-121.85418962894103","-121.85418962894103","-121.85418962894103","7285","7285","7285","-225.95728137441577","-225.95728137441577","-225.95728137441577"
"69600","7306","7306","7306","-122.69546838952657","-122.69546838952657","-122.69546838952657","7306","7306","7306","-125.98351534850134","-125.98351534850134","-125.98351534850134","7306","7306","7306","-7.9730953802950015","-7.9730953802950015","-7.9730953802950015","7306","7306","7306","-125.35591924999144","-125.35591924999144","-125.35591924999144","7306","7306","7306","-121.30978287041323","-121.30978287041323","-121.30978287041323"
"69800","7327","7327","7327","-126.32232914574924","-126.32232914574924","-126.32232914574924","7327","7327","7327","-121.19381727487855","-121.19381727487855","-121.19381727487855","7327","7327","7327","-116.41558085142265","-116.41558085142265","-116.41558085142265","7327","7327","7327","-127.91321858306432","-127.91321858306432","-127.91321858306432","7327","7327","7327","-124.30134197760725","-124.30134197760725","-124.30134197760725"
"70000","7348","7348","7348","-117.56119247418295","-117.56119247418295","-117.56119247418295","7348","7348","7348","-284.78273994857284","-284.78273994857284","-284.78273994857284","7348","7348","7348","-243.42517967361485","-243.42517967361485","-243.42517967361485","7348","7348","7348","-330.81042965966725","-330.81042965966725","-330.81042965966725","7348","7348","7348","-242.62281795668568","-242.62281795668568","-242.62281795668568"
"70200","7369","7369","7369","-126.35035490730093","-126.35035490730093","-126.35035490730093","7369","7369","7369","-5.883473942388758","-5.883473942388758","-5.883473942388758","7369","7369","7369","-125.66140207283762","-125.66140207283762","-125.66140207283762","7369","7369","7369","-236.67928500265685","-236.67928500265685","-236.67928500265685","7369","7369","7369","-124.6711566333727","-124.6711566333727","-124.6711566333727"
"70400","7390","7390","7390","-225.06449547286695","-225.06449547286695","-225.06449547286695","7390","7390","7390","-120.40474605825763","-120.40474605825763","-120.40474605825763","7390","7390","7390","-4.01113329919064","-4.01113329919064","-4.01113329919064","7390","7390","7390","-222.5542755096354","-222.5542755096354","-222.5542755096354","7390","7390","7390","-119.92775547547333","-119.92775547547333","-119.92775547547333"
"70600","7411","7411","7411","-224.7053842767518","-224.7053842767518","-224.7053842767518","7411","7411","7411","-125.37954255153421","-125.37954255153421","-125.37954255153421","7411","7411","7411","-2.9149544648589827","-2.9149544648589827","-2.9149544648589827","7411","7411","7411","-127.63669595515209","-127.63669595515209","-127.63669595515209","7411","7411","7411","-118.85443303297693","-118.85443303297693","-118.85443303297693"
"70800","7432","7432","7432","-121.10157025723603","-121.10157025723603","-121.10157025723603","7432","7432","7432","-130.2525400905619","-130.2525400905619","-130.2525400905619","7432","7432","7432","-126.1942603786049","-126.1942603786049","-126.1942603786049","7432","7432","7432","-239.7338117514244","-239.7338117514244","-239.7338117514244","7432","7432","7432","-238.2934550090142","-238.2934550090142","-238.2934550090142"
"71000","7453","7453","7453","-240.9970347228532","-240.9970347228532","-240.9970347228532","7453","7453","7453","-247.49947133232183","-247.49947133232183","-247.49947133232183","7453","7453","7453","-349.8138099144876","-349.8138099144876","-349.8138099144876","7453","7453","7453","-120.81605934544132","-120.81605934544132","-120.81605934544132","7453","7453","7453","-1.3534419581902883","-1.3534419581902883","-1.3534419581902883"
"71200","7474","7474","7474","-122.60244277543484","-122.60244277543484","-122.60244277543484","7474","7474","7474","-116.46252559600683","-116.46252559600683","-116.46252559600683","7474","7474","7474","-117.8672328166686","-117.8672328166686","-117.8672328166686","7474","7474","7474","-125.48121756239455","-125.48121756239455","-125.48121756239455","7474","7474","7474","-114.77135663394363","-114.77135663394363","-114.77135663394363"
"71400","7495","7495","7495","-119.28545157672964","-119.28545157672964","-119.28545157672964","7495","7495","7495","-119.09051585626345","-119.09051585626345","-119.09051585626345","7495","7495","7495","-236.20508079850796","-236.20508079850796","-236.20508079850796","7495","7495","7495","-278.74872097212335","-278.74872097212335","-278.74872097212335","7495","7495","7495","-125.74665576624243","-125.74665576624243","-125.74665576624243"
"71600","7516","7516","7516","-121.69239657309873","-121.69239657309873","-121.69239657309873","7516","7516","7516","-224.25468272239587","-224.25468272239587","-224.25468272239587","7516","7516","7516","-344.1073719751159","-344.1073719751159","-344.1073719751159","7516","7516","7516","-360.0896477671087","-360.0896477671087","-360.0896477671087","7516","7516","7516","-125.81896326868245","-125.81896326868245","-125.81896326868245"
"71800","7537","7537","7537","-117.49213486353517","-117.49213486353517","-117.49213486353517","7537","7537","7537","-228.13682626908275","-228.13682626908275","-228.13682626908275","7537","7537","7537","-224.2423379272641","-224.2423379272641","-224.2423379272641","7537","7537","7537","-120.46565609413324","-120.46565609413324","-120.46565609413324","7537","7537","7537","-123.08838186542035","-123.08838186542035","-123.08838186542035"
"72000","7558","7558","7558","-116.22340150158509","-116.22340150158509","-116.22340150158509","7558","7558","7558","-241.12272918686702","-241.12272918686702","-241.12272918686702","7558","7558","7558","-121.64506890087152","-121.64506890087152","-121.64506890087152","7558","7558","7558","-234.67252472804677","-234.67252472804677","-234.67252472804677","7558","7558","7558","-240.44533172819087","-240.44533172819087","-240.44533172819087"
"72200","7579","7579","7579","-228.73199497557826","-228.73199497557826","-228.73199497557826","7579","7579","7579","-123.57003274229443","-123.57003274229443","-123.57003274229443","7579","7579","7579","-126.02089045994684","-126.02089045994684","-126.02089045994684","7579","7579","7579","-130.49991734655654","-130.49991734655654","-130.49991734655654","7579","7579","7579","-123.33580033935796","-123.33580033935796","-123.33580033935796"
